,,City,Company,Link,State,Title
indeed.com,115,New York,NBC Universal,www.indeed.com/rc/clk?jk=d848eca95b6e83bd,NY,Director Pricing & Yield Management
indeed.com,117,Waltham,Neotecra Inc.,www.indeed.com/rc/clk?jk=f11686355566b2e5,MA,Big Data /Analytics Architect
indeed.com,118,Philadelphia,Beneficial Bank,www.indeed.com/rc/clk?jk=33e879e32bf7ecad,PA,DATA SCIENTIST
indeed.com,119,Santa Ana,Corinthian Colleges,www.indeed.com/rc/clk?jk=fc972bef46f0afde,CA,"Director, Marketing Analytics"
indeed.com,120,St. Louis,Enterprise Holdings,www.indeed.com/rc/clk?jk=81f382bc1cbacc03,MO,Marketing Analytics Analyst (Enterprise)
indeed.com,121,Maryland,CACI International Inc,www.indeed.com/rc/clk?jk=0bbd31ddfdb77064,,Oracle DBA/Developer Job
indeed.com,122,Oakbrook Terrace,Outerwall,www.indeed.com/rc/clk?jk=bbe9a6d7b9f749bc,IL,Dir Strategy & Analytics
indeed.com,123,Seattle,Amazon Corporate LLC,www.indeed.com/rc/clk?jk=45325249d2a0f740,WA,Machine Learning Scientist
indeed.com,124,New York,"Two Sigma Investments, LLC.",www.indeed.com/rc/clk?jk=3dc069cf3cab2a51,NY,Portfolio Analyst
indeed.com,125,Coconut Grove,"Watsco, Inc",www.indeed.com/rc/clk?jk=5adc83fdb3205760,FL,"Manager, Advanced Analytics (Pricing Focus)"
indeed.com,126,Washington,Analytic Recruiting,www.indeed.com/rc/clk?jk=45a711fb039cd83f,DC,"(Sr) Manager, Database Marketing Solutions"
indeed.com,127,Auburn Hills,Trillium,www.indeed.com/rc/clk?jk=ed797a5e5c8a0719,MI,Digital Data Scientist
indeed.com,128,San Diego,Teradata,www.indeed.com/rc/clk?jk=081f1acb549ee741,CA,"Java Engineer, Marketing Analytics"
indeed.com,129,New York,MediaMath,www.indeed.com/rc/clk?jk=0d3f0be3e37ff241,NY,"Senior Data Scientist, ""Big Data, Ad Tech"""
indeed.com,130,Las Vegas,Caesars Corporate Las Vegas,www.indeed.com/rc/clk?jk=a8ed814e8a23fd7b,NV,Digital Marketing Analytics Manager
indeed.com,131,Los Angeles,DataXu,www.indeed.com/rc/clk?jk=c0f97fe5cd72d638,CA,Senior Marketing Analytics Consultant
indeed.com,132,Stamford,Epsilon,www.indeed.com/rc/clk?jk=d95f0a5a84b06a0d,CT,Mac Specialist
indeed.com,133,Portsmouth,Bottomline Technologies,www.indeed.com/rc/clk?jk=5ec8fa959d29ba1c,NH,Senior Data Scientist
indeed.com,134,Dublin,Cardinal Health,www.indeed.com/rc/clk?jk=6847086ee8f0f148,OH,Director - Advanced Analytics
indeed.com,135,New York,BeenVerified,www.indeed.com/rc/clk?jk=2f6e3c6d8cc524b3,NY,Data Scientist Engineer
indeed.com,136,McLean,Booz Allen Hamilton,www.indeed.com/rc/clk?jk=eaa6fc5e3fdd0cf0,VA,Health Data Scientist Job
indeed.com,137,New York,Deloitte,www.indeed.com/rc/clk?jk=e4c41fa22df6c7f0,NY,DTBA - FAS Analytics - Advanced Analytics - Manager (EFM)
indeed.com,138,Hillsboro,Intel,www.indeed.com/rc/clk?jk=06bcba8f1d07ea65,OR,Advanced Analytics Development Intern - 740080
indeed.com,139,Austin,Revionics,www.indeed.com/rc/clk?jk=faecc4b065188a78,TX,DevOps Engineer
indeed.com,140,Boca Raton,Office Depot OfficeMax,www.indeed.com/rc/clk?jk=044e0509c87e16fe,FL,Manager\Sr. Manager Merchandising Analytics & Reporting
indeed.com,141,Las Vegas,"Eagle Technical Staffing, Inc",www.indeed.com/rc/clk?jk=6239655522fe55dd,NV,Data Scientist Analyst
indeed.com,142,New York,Yahoo! Inc.,www.indeed.com/rc/clk?jk=07dd0a028f50922d,NY,Partner Manager V
indeed.com,143,Lake County,Abbott Laboratories,www.indeed.com/rc/clk?jk=f41055b46f776148,IL,"Manager, Talent Management Analytics"
indeed.com,144,San Francisco,DataXu,www.indeed.com/rc/clk?jk=b9ebce07e1082900,CA,Senior Marketing Analytics Consultant
indeed.com,145,Louisville,Carewise Health,www.indeed.com/rc/clk?jk=0939704b4324f477,KY,Data Scientist
indeed.com,146,San Francisco,Vungle,www.indeed.com/rc/clk?jk=5fa47a82f291694a,CA,Data Scientist
indeed.com,147,Gardena,Beyondsoft Consulting Corp.,www.indeed.com/rc/clk?jk=d2f8965c8a4ac6a9,CA,Web Analytics Manager
indeed.com,148,Irvine,AutoTrader.com,www.indeed.com/rc/clk?jk=cf3bfeb358b7f45c,CA,Web Statistical Analyst Job
indeed.com,149,Portland,Banfield Pet Hospital,www.indeed.com/rc/clk?jk=55c035f4155cfe1e,OR,Real Estate Research Manager
indeed.com,150,Indianapolis,Salesforce,www.indeed.com/rc/clk?jk=7d9e5322946bf5e6,IN,Marketing Specialist
indeed.com,151,Burlington,Analytic Recruiting,www.indeed.com/rc/clk?jk=1afcf2ed95e48d6f,MA,Advanced Analytics Sr Manager/Director
indeed.com,152,Webster,Mapfre,www.indeed.com/rc/clk?jk=317ada96085319d3,MA,"Manager, Predictive Analytics"
indeed.com,154,Raleigh,MediaMath,www.indeed.com/rc/clk?jk=ca0feeb27f9b3082,NC,Senior Manager of Data Science
indeed.com,155,Boston,Mullen,www.indeed.com/rc/clk?jk=51eccd2e358ed127,MA,Strategic Analyst
indeed.com,156,San Francisco,NeuStar,www.indeed.com/rc/clk?jk=14e81de4904568e7,CA,Sr. Data scientist: ES11P4
indeed.com,157,Minneapolis,UnitedHealth Group,www.indeed.com/rc/clk?jk=9afe6de2f2f7c115,MN,Digital Analytics Implementation Manager - Multiple Locations
indeed.com,158,Edison,Choice Home Warranty - Edison NJ,www.indeed.com/cmp/Choice-Home-Warranty/jobs/PHP-Developer-52ed77406c6748f5?r=1,NJ,PHP Developer / Business Analyst
indeed.com,160,Middletown,AT&T,www.indeed.com/rc/clk?jk=bf2c61dd250acbc2,NJ,Principal Member of Tech Staff (Labs Research User Defined Network Cloud)
indeed.com,161,Richfield,UnitedHealth Group,www.indeed.com/rc/clk?jk=20fde6731c331124,MN,"Lead Analyst - Digital Analytics and Optimization - Minnetonka, MN"
indeed.com,162,Richmond,CarMax Corporate,www.indeed.com/rc/clk?jk=e0db9c056d060ece,VA,Director - Marketing Advanced Analytics
indeed.com,163,Philadelphia,Analytic Recruiting,www.indeed.com/rc/clk?jk=c000f919da21a9d5,PA,Data Scientist
indeed.com,164,Kansas City,"VML, Inc.",www.indeed.com/rc/clk?jk=db57951b8d867bbc,MO,Senior Web Analyst
indeed.com,165,Bellevue,T-Mobile,www.indeed.com/rc/clk?jk=c1997a2b0d28dcd2,WA,"Senior Manager, Multi-Channel Analytics"
indeed.com,168,Tempe,LifeLock,www.indeed.com/rc/clk?jk=5bbb4ad2ba53be99,AZ,Marketing Analytics Manager
indeed.com,169,Gwynedd,Merck,www.indeed.com/rc/clk?jk=c089793c038303c9,PA,"Director, Pricing Analytics, Market Access Analytics Job"
indeed.com,170,Spokane,Ecova,www.indeed.com/rc/clk?jk=a3a7c5d18081573a,WA,Data Scientist
indeed.com,171,San Francisco Bay Area,Castlight Health,www.indeed.com/rc/clk?jk=54766cbdedbaffa1,CA,Senior Data Science Engineer
indeed.com,172,San Mateo,Space-Time Insight,www.indeed.com/rc/clk?jk=b072028aef8a7f1d,CA,Jr. Data Scientist
indeed.com,173,Riverwoods,Discover Financial Services,www.indeed.com/rc/clk?jk=83b6cf109a3b75f4,IL,"Project Manager, Rewards Marketing, Product Development & Analytics Strategy Job ID# 27905 - IHM"
indeed.com,174,San Mateo,Space-Time Insight,www.indeed.com/rc/clk?jk=4252955598f1bb53,CA,Data Scientist
indeed.com,176,New York,"VML, Inc.",www.indeed.com/rc/clk?jk=e5cbe390f9de858f,NY,Senior Analyst
indeed.com,177,Mountain View,Mirantis Inc.,www.indeed.com/rc/clk?jk=3fbab4195f5bcf3b,CA,Marketing Operations Data Analyst
indeed.com,178,Plano,Epsilon,www.indeed.com/rc/clk?jk=36dc1c83e3b067f9,TX,Oracle RTD Developer
indeed.com,179,Augusta,Unisys,www.indeed.com/rc/clk?jk=34f28d5a71c3c77b,GA,Service Excellence Office (SEO) Analyst Job
indeed.com,180,Raleigh-Durham,MetLife GTO,www.indeed.com/rc/clk?jk=fae1da7bc348e153,NC,TRICARE Lead DB2 Database Administrator
indeed.com,181,Englewood,Hitachi Data Systems,www.indeed.com/rc/clk?jk=5c511e0caf901f91,CO,Senior Software Systems Developer - Hadoop
indeed.com,182,Irving,Humana,www.indeed.com/rc/clk?jk=82e1097b228ecb4a,TX,"Sr. Statistical Modeler - Dallas, Texas"
indeed.com,183,Broomfield,Epsilon,www.indeed.com/rc/clk?jk=8c96d5c1766570e6,CO,Sr. Strategic Consultant
indeed.com,184,Austin,Revionics,www.indeed.com/rc/clk?jk=1b903d2f8bd23f80,TX,Retail Price Analyst
indeed.com,185,San Francisco,EchoStar,www.indeed.com/rc/clk?jk=2a585359d3d71c62,CA,Sr/Staff Data Analyst
indeed.com,186,Atlanta,Manheim,www.indeed.com/rc/clk?jk=9f9e6712fbf997ec,GA,Sr Developer Technology
indeed.com,187,New York,Book ,www.indeed.com/rc/clk?jk=1fda16c852a92417,NY,Data Scientist
indeed.com,188,Chicago,Epsilon,www.indeed.com/rc/clk?jk=946cb9323014d06c,IL,"Account Supervisor, Sr"
indeed.com,190,Connecticut,Boehringer Ingelheim,www.indeed.com/rc/clk?jk=fe4920655ccf40ad,,Executive Director of Business Insights & Analytics - Respiratory
indeed.com,191,Lake County,AbbVie,www.indeed.com/rc/clk?jk=563e9e6305e3a470,IL,Manager Promotional Analytics - Oncology
indeed.com,193,New York,PulsePoint,www.indeed.com/rc/clk?jk=d704b32126ec5359,NY,Data Scientist
indeed.com,194,Stamford,Epsilon,www.indeed.com/rc/clk?jk=cd93eff49cdcd34e,CT,Digital Analytic Consultant
indeed.com,195,Chicago,BMO Financial Group,www.indeed.com/rc/clk?jk=a485fe1d1b2f5c8f,IL,"Senior Analyst, Retail Methodology and Analytics, Risk Models"
indeed.com,196,Buffalo Grove,"Siemens Industry, Inc.",www.indeed.com/rc/clk?jk=4d0a9682a6db1bf8,IL,Data Scientist - Smart Buildings
indeed.com,197,Houston,Accenture,www.indeed.com/rc/clk?jk=cdbb3eb48c3f67c3,TX,"Upstream Production Optimization, Energy - Sr. Manager"
indeed.com,198,Minneapolis,Epsilon,www.indeed.com/rc/clk?jk=564c140561df25d4,MN,"Copywriter, Sr"
indeed.com,199,Middletown,AT&T,www.indeed.com/rc/clk?jk=969624f3b317c271,NJ,Sr Member of Technical Staff (Labs Research User Defined Network Cloud)
indeed.com,200,New York,Gemological Institute of America,www.indeed.com/rc/clk?jk=5d27f8f1453493f5,NY,Data Scientist
indeed.com,201,San Diego,"ID Analytics , Inc.",www.indeed.com/rc/clk?jk=e7bd8b3f428870f9,CA,"Director, Data Science"
indeed.com,202,Creve Coeur,Iconma,www.indeed.com/rc/clk?jk=964a02a25c5ac970,MO,Predictive Modeling Analyst
indeed.com,203,Cupertino,Elevate Recruiting Group,www.indeed.com/rc/clk?jk=190b5c79fbb46e6b,CA,Analytics Engineer
indeed.com,204,Roseville,Rabobank,www.indeed.com/rc/clk?jk=6eebde0799d14527,CA,Business Intelligence Developer
indeed.com,206,Concord,JeanBlaque Solutions Inc,www.indeed.com/cmp/Jean-Blaque-staffing-solutions/jobs/Analytic-Pricing-Analyst-349c1280faeb4ba9?r=1,CA,Analytic and Pricing Analyst
indeed.com,207,Dallas-Fort Worth,"One Technologies, LP",www.indeed.com/rc/clk?jk=87a7c7dd57901864,TX,Senior Digital Media Analyst
indeed.com,208,San Francisco,GAP Inc,www.indeed.com/rc/clk?jk=6b62f8d1157ea1db,CA,"Senior Director, Data Science"
indeed.com,209,Nashville,Epsilon,www.indeed.com/rc/clk?jk=113e2837056297b9,TN,Client Account Executive
indeed.com,211,Austin,Revionics,www.indeed.com/rc/clk?jk=b6e48d26b3b97191,TX,Big Data Developer
indeed.com,212,New York,Deloitte,www.indeed.com/rc/clk?jk=ea42d3215d5f18c4,NY,Enterprise Science Analytics Sr. Consultant
indeed.com,213,Des Moines,JeanBlaque Solutions Inc,www.indeed.com/cmp/Jean-Blaque-staffing-solutions/jobs/Analytic-Pricing-Analyst-bc8293581517622f?r=1,IA,Analytic and Pricing Analyst
indeed.com,214,Minneapolis,Epsilon,www.indeed.com/rc/clk?jk=2d50b376ee852307,MN,Art Director
indeed.com,215,Santa Monica,Activision,www.indeed.com/rc/clk?jk=2306437ac1c6986b,CA,"Manager, Marketing & Advanced Analytics"
indeed.com,216,San Jose,"Cisco Systems, Inc.",www.indeed.com/rc/clk?jk=ecd381452317d39b,CA,Analytics and Reporting Application Developer
indeed.com,217,San Mateo,"MyBuys, Inc.",www.indeed.com/rc/clk?jk=efba06b032505053,CA,Principal Software Engineer - Machine Learning
indeed.com,218,Hartford,Aetna,www.indeed.com/rc/clk?jk=9ff1bd60e9d7b3bf,CT,2015 IT Technical Training Program Voice Engineer
indeed.com,219,Los Angeles,KERN,www.indeed.com/rc/clk?jk=371db263c912f49f,CA,Senior Marketing Analyst
indeed.com,220,Chicago,We Place People,www.indeed.com/rc/clk?jk=ff057cea91faf2be,IL,Director Marketing Web Analytics
indeed.com,221,Portsmouth,Bottomline Technologies,www.indeed.com/rc/clk?jk=c88de73557c7ef70,NH,Senior Software Engineer - Analytics
indeed.com,222,Chester,JeanBlaque Solutions Inc,www.indeed.com/cmp/Jean-Blaque-staffing-solutions/jobs/Analytic-Pricing-Analyst-92ad830ce3e6f131?r=1,PA,Analytic and Pricing Analyst
indeed.com,223,Oakbrook Terrace,Outerwall,www.indeed.com/rc/clk?jk=18bb2342bb7cc808,IL,Strategy Analyst
indeed.com,224,Phoenix,Alans Group,www.indeed.com/rc/clk?jk=625f308b95c25b7b,AZ,Data Scientist
indeed.com,225,San Francisco,Tapjoy,www.indeed.com/rc/clk?jk=393576b4fb647eb0,CA,Sr. Data Scientist
indeed.com,226,New York,Epsilon,www.indeed.com/rc/clk?jk=d6b8107ba81eb972,NY,"Sr. Director, Online Media Analytics"
indeed.com,227,Charlotte,JeanBlaque Solutions Inc,www.indeed.com/cmp/Jean-Blaque-staffing-solutions/jobs/Analytic-Pricing-Analyst-e346bb76ed7655b8?r=1,NC,Analytic and Pricing Analyst
indeed.com,228,Los Angeles,MarketShare,www.indeed.com/rc/clk?jk=a7fac3ce7762d322,CA,Sr. Data Architect
indeed.com,229,Stamford,Epsilon,www.indeed.com/rc/clk?jk=9979d4cf50009655,CT,Copywriter
indeed.com,231,Waltham,Constant Contact,www.indeed.com/rc/clk?jk=bfc291ecc9adda53,MA,Senior Digital Analyst
indeed.com,232,San Diego,IRI,www.indeed.com/rc/clk?jk=0d630f4937f7e9f1,CA,Client Service Consultant
indeed.com,233,San Francisco,JEG Search,www.indeed.com/rc/clk?jk=814a892422e32dea,CA,Client Engagement Manager - Retail Digital Marketing
indeed.com,234,South Portland,WEX Inc.,www.indeed.com/rc/clk?jk=2c330f51c0d53bba,ME,Corporate Portfolio Risk Analyst III
indeed.com,235,Phoenix,INSASYS LLC,www.indeed.com/rc/clk?jk=5c4a38d24956e0dd,AZ,Data Scientist
indeed.com,236,Houston,Blinds.com,www.indeed.com/rc/clk?jk=60ff16f76da62b59,TX,Director of Marketing Analytics and Strategy
indeed.com,237,Irving,Nationstar Mortgage,www.indeed.com/rc/clk?jk=d1049781c2715609,TX,Senior Marketing Data Analytics Manager
indeed.com,239,Foster City,Visa,www.indeed.com/rc/clk?jk=5814343c9b6ceb78,CA,Director - Analytic Delivery - Visa Analytics
indeed.com,240,Sunnyvale,Walmart,www.indeed.com/rc/clk?jk=c8c21672c3a5e1fb,CA,Staff Software Engineer Workbench
indeed.com,241,Dallas,Federal Reserve Bank of Richmond,www.indeed.com/rc/clk?jk=b3858e1214568e4f,TX,Application Performance Manager
indeed.com,242,McLean,Booz Allen Hamilton,www.indeed.com/rc/clk?jk=741f0c895f0be644,VA,"Health Data Scientist, Senior Job"
indeed.com,243,Houston,Accenture,www.indeed.com/rc/clk?jk=6ca5b29167e1b9e2,TX,"Asset Optimization, Maintenance & Reliability, Energy"
indeed.com,244,San Francisco,Lending Club,www.indeed.com/rc/clk?jk=fe250788ef63d0b6,CA,Data Scientist
indeed.com,245,San Francisco,"Numeric, LLC",www.indeed.com/rc/clk?jk=12482b706a2eb7f2,CA,"Sr. Analyst, Pricing & Analytics"
indeed.com,246,Bellevue,Efinancial Insurance Services,www.indeed.com/rc/clk?jk=ef0027e46419723b,WA,Data Scientist
indeed.com,247,Addison,Hilton Worldwide,www.indeed.com/rc/clk?jk=dc8be9076e324f5e,TX,"Manager, Data Science"
indeed.com,248,Highlands Ranch,Specialized Loan Servicing,www.indeed.com/rc/clk?jk=70ba5198eeffe595,CO,Business Intelligence Developer
indeed.com,249,Campbell,[24]7 Customer,www.indeed.com/rc/clk?jk=b4b38680f797f365,CA,Chief Software Architect
indeed.com,250,Columbus,Worthington Industries,www.indeed.com/cmp/Worthington-Industries/jobs/Senior-Supply-Chain-Manager-1071c57eb0156773?r=1,OH,Sr. Supply Chain Manager
indeed.com,251,Boston,Shoebuy.com,www.indeed.com/rc/clk?jk=6fc89ee2bd5cfb79,MA,Marketing Analyst
indeed.com,252,Philadelphia,IBM,www.indeed.com/rc/clk?jk=c136e63ab548a529,PA,"Operations Research Analyst - Mechanicsburg, PA"
indeed.com,253,Palo Alto,AT&T,www.indeed.com/rc/clk?jk=ac435b5a72c9af6c,CA,Senior Data Scientist
indeed.com,254,Minneapolis,Epsilon,www.indeed.com/rc/clk?jk=0661976eed070151,MN,Account Supervisor
indeed.com,255,Cherry Hill,Kennedy Health System,www.indeed.com/rc/clk?jk=2580b1384f555c74,NJ,"Administrator,BI Data Analytic"
indeed.com,256,Austin,BigCommerce,www.indeed.com/rc/clk?jk=a7cae36e8c0d3ce6,TX,"Manager, Web Analytics & Online Insights"
indeed.com,257,Austin,BigCommerce,www.indeed.com/rc/clk?jk=3dcc354c9147083d,TX,Web Analytics Manager
indeed.com,258,Cincinnati,Ironside,www.indeed.com/rc/clk?jk=a4b1214592aaffa9,OH,Senior Consultant - Cognos Business Intelligence
indeed.com,259,Santa Monica,Activision,www.indeed.com/rc/clk?jk=b47392785323e886,CA,"Senior Manager, Marketing & Advanced Analytics"
indeed.com,260,Boston,Analytic Recruiting,www.indeed.com/rc/clk?jk=809fddb2f6772925,MA,Senior Manager/Associate Director - Advanced Analytics
indeed.com,261,Philadelphia,Ironside,www.indeed.com/rc/clk?jk=149f97fd2cac4fcc,PA,Senior Consultant - Cognos Business Intelligence
indeed.com,262,Columbus,Huntington Bank,www.indeed.com/rc/clk?jk=0c77add5f0a2a0de,OH,Marketing Analytics Operations Manager
indeed.com,263,Detroit,Ironside,www.indeed.com/rc/clk?jk=d65cf99b4af8de7f,MI,Senior Consultant - Cognos Business Intelligence
indeed.com,264,Lexington,Ironside,www.indeed.com/rc/clk?jk=f5654acb1596b684,MA,Senior Consultant - Cognos Business Intelligence
indeed.com,265,New York,Ironside,www.indeed.com/rc/clk?jk=f8c56b959e4fa01b,NY,Senior Consultant - Cognos Business Intelligence
indeed.com,266,Charlottesville,Analytic Partners,www.indeed.com/rc/clk?jk=eea169cb860b638f,VA,Analyst
indeed.com,267,Philadelphia,Reed Elsevier,www.indeed.com/rc/clk?jk=455d3dda6d89073f,PA,Sr. Analyst - Customer Analytics
indeed.com,268,Burlington,Analytic Recruiting,www.indeed.com/rc/clk?jk=eb433ee1373514a1,MA,Manager of Advanced Analytics
indeed.com,269,San Francisco,Radium One,www.indeed.com/rc/clk?jk=ac4f603a4cbc0a9b,CA,DIRECTOR of DATA SCIENCE & PREDICTIVE ANALYTICS
indeed.com,271,San Jose,Adobe,www.indeed.com/rc/clk?jk=33cc5fe6ba2cd4fb,CA,Data Scientist
indeed.com,272,Columbus,Worthington Industries,www.indeed.com/rc/clk?jk=c83d07502d28dbe2,OH,Senior Supply Chain Manager
indeed.com,273,Atlanta,Ironside,www.indeed.com/rc/clk?jk=5ff727019fc949fe,GA,Senior Consultant - Cognos Business Intelligence
indeed.com,274,San Francisco,Castlight Health,www.indeed.com/rc/clk?jk=5fb17a4ecb3e7b76,CA,Senior Data Science Engineer
indeed.com,275,United States,Rinalytics Advisors Private Limited,www.indeed.com/rc/clk?jk=97314b5a12fd3692,,Director - Advanced Analytics
indeed.com,276,Washington,xScion Solutions,www.indeed.com/rc/clk?jk=59f910a2d97f3ed7,DC,2 Business Intelligence (BI) Engineers
indeed.com,277,Washington,"xScion Solutions, LLC",www.indeed.com/rc/clk?jk=1cb54d07e8f1ca76,DC,2 Business Intelligence (BI) Engineers
indeed.com,278,Springdale,Epsilon,www.indeed.com/rc/clk?jk=b1f951164b49dac4,AR,"Dir, Account"
indeed.com,279,San Francisco,CBS Interactive,www.indeed.com/rc/clk?jk=3ac017af07fd842d,CA,"Sr. Analyst, Business Analytics and Insights"
indeed.com,280,San Rafael,FICO,www.indeed.com/rc/clk?jk=8ef797a6ad82486b,CA,Analytic Consultant - Optimization
indeed.com,282,Kansas City,PROLIM Corporation,www.indeed.com/rc/clk?jk=e53f49f2520a0ab3,MO,Big Data Admin (GREENPLUM)
indeed.com,283,New York,Accenture,www.indeed.com/rc/clk?jk=46c11641cb7b745a,NY,Strategic Maintenance & Reliability EAM Manager+
indeed.com,284,Raleigh-Durham,MetLife GTO,www.indeed.com/rc/clk?jk=d28e2aee2c1c7cd1,NC,Director Engineering (Capacity and Performance)
indeed.com,285,Raleigh-Durham,MetLife GTO,www.indeed.com/rc/clk?jk=6d325381c31395e9,NC,Senior Data Center Network Engineer
indeed.com,286,Philadelphia,"Analytic Recruiting, Inc.",www.indeed.com/rc/clk?jk=93285b71ae5af2ec,PA,Data Analyst
indeed.com,287,San Francisco,Hotwire,www.indeed.com/rc/clk?jk=91c137d116060737,CA,"Senior Analyst, Marketing Analytics"
indeed.com,288,Chicago,Grenzebach Glier and Associates,www.indeed.com/rc/clk?jk=904872086b81414e,IL,"Vice President, Philanthropic Analytics"
indeed.com,289,Atlanta,Slalom Consulting,www.indeed.com/rc/clk?jk=d72884ac96386c37,GA,Data Scientist
indeed.com,290,Jacksonville,CSX,www.indeed.com/rc/clk?jk=ee691b60eef9d10c,FL,Operations Research Specialist - Data Mining
indeed.com,291,New York,Accenture,www.indeed.com/rc/clk?jk=16708703f2c1506a,NY,Accenture Analytics - Analytics Strategy Consultant+
indeed.com,292,White Plains,Argus,www.indeed.com/rc/clk?jk=dfd5fb5f7e0dac3d,NY,Data Scientist (ARG)
indeed.com,294,Nashville,Epsilon,www.indeed.com/rc/clk?jk=c40be7c768369140,TN,Copywriter
indeed.com,295,Palo Alto,HP,www.indeed.com/rc/clk?jk=c296f511439c6ef9,CA,HP Shopping eCommerce Analytics Manager
indeed.com,296,Brisbane,Walmart,www.indeed.com/rc/clk?jk=d563db401adebfbe,CA,Data Scientist
indeed.com,297,San Bruno,Walmart,www.indeed.com/rc/clk?jk=fb2256a1444b1b26,CA,Data Scientist
indeed.com,298,Hopkinton,EMC,www.indeed.com/rc/clk?jk=617cc5919efdde5e,MA,Data Scientist
indeed.com,299,Canonsburg,Mylan,www.indeed.com/rc/clk?jk=e34946ef044312ac,PA,"Analyst, Sales Force Automation"
indeed.com,300,San Mateo,drawbridge,www.indeed.com/rc/clk?jk=e59e6fbee28eb11a,CA,Software Engineer (Algorithm)
indeed.com,301,Boca Raton,Tyco,www.indeed.com/rc/clk?jk=dfd82e9b784ade4b,FL,Senior Financial Analyst III
indeed.com,302,Sunnyvale,Epsilon,www.indeed.com/rc/clk?jk=71440fea0d26aee6,CA,Project Manager
indeed.com,303,New York,Rocket Fuel Inc.,www.indeed.com/rc/clk?jk=93cc67035b102e7e,NY,Analyst-Media Analytics-New York
indeed.com,304,Cupertino,Seagate,www.indeed.com/rc/clk?jk=1ac1b83e46fc5697,CA,Supply Chain Design - Internship
indeed.com,305,Oakland,The Clorox Company,www.indeed.com/rc/clk?jk=ffb6bc2ebcabd3e8,CA,Data Scientist
indeed.com,306,San Francisco,Analytic Recruiting,www.indeed.com/rc/clk?jk=29cb902c4240398d,CA,Media Analytics Manager
indeed.com,307,Raleigh,Local Government Federal Credit Union,www.indeed.com/rc/clk?jk=66fd5b124388fe3d,NC,Financial Data Reporting Analyst
indeed.com,308,Auburn Hills,Altair Engineering,www.indeed.com/rc/clk?jk=43bfaca07a805539,MI,Digital Data Scientist
indeed.com,309,Sunnyvale,Epsilon,www.indeed.com/rc/clk?jk=f38e263e61ed3d22,CA,Account Manager
indeed.com,310,Raleigh-Durham,MetLife GTO,www.indeed.com/rc/clk?jk=ac4aba4406f718e1,NC,Software Development Engineer II
indeed.com,311,Burlington,"Predilytics, Inc.",www.indeed.com/rc/clk?jk=f2f12ded7a40f4ff,MA,Big Data Engineer
indeed.com,312,Fairfax,FICO,www.indeed.com/rc/clk?jk=cb44d78caacc4ec2,VA,Database Architect
indeed.com,313,Canton,"Fast Switch, Ltd.",www.indeed.com/rc/clk?jk=343aa32e5ec44182,OH,I3 Dialer Administrator
indeed.com,314,Columbus,ICC,www.indeed.com/rc/clk?jk=76f7eb51f17262f7,OH,Data Scientist
indeed.com,315,New York,Analytic Recruiting,www.indeed.com/rc/clk?jk=5fce781c22054b4d,NY,"Director, Marketing Analytics"
indeed.com,316,Raleigh-Durham,MetLife,www.indeed.com/rc/clk?jk=46c4546cb05cee32,NC,Software Development Engineer II
indeed.com,317,San Rafael,FICO,www.indeed.com/rc/clk?jk=4bb8d197d4e6977a,CA,Lead Analytic Consultant - Optimization
indeed.com,318,Richardson,Blue Cross Blue Shield,www.indeed.com/rc/clk?jk=061bd65187d1a812,TX,Advanced Analytics Consultant - Risk & Revenue Optimization
indeed.com,319,San Francisco,Glu Mobile,www.indeed.com/rc/clk?jk=26810902b349303e,CA,Senior Game/BI Analyst
indeed.com,320,Landover,2U,www.indeed.com/rc/clk?jk=78043304d22196a1,MD,"Sr. Strategy Analyst, Operations Analysis"
indeed.com,321,Santa Clara,Hitachi Data Systems,www.indeed.com/rc/clk?jk=80f73d1ae7900ecd,CA,Senior Software QA Engineer
indeed.com,322,San Bruno,Walmart,www.indeed.com/rc/clk?jk=eaedff6de1455c72,CA,Staff Software Engineer
indeed.com,323,Raleigh-Durham,MetLife,www.indeed.com/rc/clk?jk=2a73479c96afb710,NC,Senior Voice Network Engineer
indeed.com,324,Raleigh-Durham,MetLife GTO,www.indeed.com/rc/clk?jk=a995916db043bf7a,NC,Senior Voice Network Engineer
indeed.com,325,Irving,Epsilon,www.indeed.com/rc/clk?jk=9378cc736de9f3e7,TX,Database Developer
indeed.com,326,New York,IPG Mediabrands,www.indeed.com/rc/clk?jk=46a78b2d9f8f5c6a,NY,"Sr. Director, Research & Statistics"
indeed.com,327,San Francisco,Warner Bros. Entertainment Group,www.indeed.com/rc/clk?jk=f4f3a717322e2492,CA,Analyst-User Acquisition
indeed.com,328,Woburn,Epsilon,www.indeed.com/rc/clk?jk=ba7ff52eec081dcd,MA,Epsilon New Grad Program
indeed.com,331,Boston,Liberty Mutual,www.indeed.com/rc/clk?jk=b107f3e5623aed25,MA,Consultant¸ Media Analytics
indeed.com,332,Lexington,Ironside,www.indeed.com/rc/clk?jk=4ff2aa98273da5c3,MA,Senior Consultant - SPSS Advanced Analytics
indeed.com,333,Chicago,Epsilon,www.indeed.com/rc/clk?jk=063417d44b55e287,IL,"Sr. Director, Brand Planning"
indeed.com,334,New York,Ironside,www.indeed.com/rc/clk?jk=21f6dfeffecc3609,NY,Senior Consultant - SPSS Advanced Analytics
